#phone,score
a,0.2439641
b,0.23296621
d,0.28628743
dʑ,0.25555557
e,0.20211959
f,0.15288578
i,0.1920537
j,0.1728
k,0.19907354
l,0.2701992
m,0.2061953
n,0.21505138
o,0.19468758
p,0.15416785
pː,0.15
r,0.3409524
s,0.15583022
t,0.20919034
tɕ,0.23333333
u,0.14488937
w,0.12292581
z,0.19912073
ð,0.22794653
ŋ,0.11904762
ɐ,0.24037977
ɔ,0.12708333
ɕ,0.23333333
ə,0.32691416
ɛ,0.27565628
ɡ,0.32145658
ɣ,0.30045334
ɲ,0.13078432
ɾ,0.22442019
ʊ,0.11372761
ʋ,0.21682331
ʎ,0.28546
ʑ,0.19157161
β,0.25943053
