#phone,score
a,0.272973
b,0.26533216
d,0.32089642
dʑ,0.26
e,0.31922677
f,0.13696003
i,0.22824208
j,0.1732
k,0.23150136
l,0.34919995
m,0.24876991
n,0.24655345
o,0.19352931
p,0.19908124
pː,0.175
r,0.3555291
s,0.19266129
t,0.2766503
tɕ,0.14444445
u,0.14689755
w,0.12585162
z,0.22973567
ð,0.32982582
ŋ,0.120238096
ɐ,0.28281885
ɔ,0.25
ɕ,0.36666667
ə,0.40153828
ɛ,0.34689096
ɡ,0.3182913
ɣ,0.35355324
ɲ,0.1447549
ɾ,0.30613813
ʊ,0.19008212
ʋ,0.30483168
ʎ,0.43794468
ʑ,0.23242427
β,0.26217175
