#phone,score
a,0.22740984
b,0.24191143
d,0.28510845
dʑ,0.27370372
e,0.2591765
f,0.12626323
i,0.21007365
j,0.138
k,0.2054273
l,0.26241976
m,0.21747012
n,0.21278484
o,0.1826547
p,0.15899342
pː,0.175
r,0.3043651
s,0.1646091
t,0.20566696
tɕ,0.13333334
u,0.15159933
w,0.13586032
z,0.18927282
ð,0.2274884
ŋ,0.1452381
ɐ,0.24153093
ɔ,0.21527778
ɕ,0.30555555
ə,0.32596874
ɛ,0.25527495
ɡ,0.38154063
ɣ,0.29210672
ɲ,0.13617647
ɾ,0.23353
ʊ,0.11983501
ʋ,0.21388692
ʎ,0.3330705
ʑ,0.20703268
β,0.24737939
